id,title,department,required_skills,experience_level,min_experience_years
1207,"Game Developer","Developer","{React,Python,Tailwind CSS,Kubernetes}",Mid,2
1208,"Game Developer","Data & AI","{AWS,Framer,Pandas,Python,Sass,TypeScript}",Mid,2
1209,"Mobile Developer","Infrastructure","{Framer,Tailwind CSS,After Effects,Next.js,TypeScript}",Senior,5
1210,"Frontend Engineer","Product","{Vue.js,Next.js,Kubernetes,Redis,Framer,Blender}",Senior,7
1211,"Full Stack Engineer","Engineering","{Figma,Framer,Python}",Mid,3
1212,"AI & ML Engineer","Marketing","{React,GraphQL,Redis,Vue.js,Photoshop}",Senior,6
1213,"AI & ML Engineer","Marketing","{React,Figma,PostgreSQL,AWS,GSAP}",Senior,7
1214,"Mobile Developer","Data & AI","{Next.js,Vue.js,PostgreSQL,After Effects,Node.js,Kubernetes}",Senior,5
1215,"Full Stack Engineer","Developer","{Data Bricks,Terraform,PostgreSQL,Redis,TensorFlow,Python}",Lead,11
1216,"DevOps Specialist","Marketing","{React,GraphQL,Next.js}",Mid,2
1217,"Site Reliability Engineer","Developer","{Python,React,Framer,Next.js,Go,Redis}",Mid,3
1218,"Site Reliability Engineer","Product","{Vue.js,Data Bricks,TypeScript}",Junior,0
1219,"Site Reliability Engineer","Engineering","{Tailwind CSS,Node.js,TypeScript,Pandas,Blender,After Effects}",Mid,3
1220,"Game Developer","Product","{TensorFlow,Next.js,Affinity,Python}",Lead,9
1221,"Game Developer","Engineering","{Tailwind CSS,Pandas,PostgreSQL}",Senior,5
1222,"UI/UX Designer","Design","{React,Figma,Photoshop,Kubernetes,Vue.js}",Mid,4
1223,"AI & ML Engineer","Product","{Figma,React,Next.js,Tailwind CSS}",Lead,8
1224,"Site Reliability Engineer","Developer","{Python,TypeScript,Vue.js,Go,Blender,Docker}",Senior,6
1225,"Backend Developer","Infrastructure","{PostgreSQL,React,Redis,Next.js,Figma}",Lead,11
1226,"Backend Developer","Developer","{Figma,Next.js,Sass}",Junior,1
1227,"Backend Developer","Product","{Sass,Go,Blender,Docker}",Lead,9
1228,"AI & ML Engineer","Engineering","{AWS,Pandas,Redis,Kubernetes,Blender}",Mid,4
1229,"Mobile Developer","Data & AI","{Data Bricks,Go,React,TypeScript,Figma,Blender}",Junior,0
1230,"Frontend Engineer","Developer","{Photoshop,Sass,React}",Lead,11
1231,"Frontend Engineer","Infrastructure","{Redis,Terraform,Vue.js,Affinity,React}",Mid,2
1232,"Frontend Engineer","Design","{Framer,PostgreSQL,AWS,Kubernetes}",Mid,4
1233,"Full Stack Engineer","Product","{Docker,React,Photoshop,Next.js,TypeScript,Pandas}",Lead,8
1234,"Frontend Engineer","Product","{Photoshop,React,Data Bricks,TensorFlow,GraphQL,Next.js}",Senior,5
1235,"Tester","Data & AI","{Terraform,Vue.js,React,Affinity}",Junior,0
1236,"Backend Developer","Infrastructure","{GSAP,AWS,Node.js,GraphQL,Next.js,Blender}",Junior,0
1237,"Site Reliability Engineer","Design","{React,Next.js,Data Bricks}",Mid,2
1238,"Site Reliability Engineer","Data & AI","{React,Vue.js,Node.js}",Lead,9
1239,"DevOps Specialist","Developer","{Photoshop,Go,Node.js}",Senior,6
1240,"AI & ML Engineer","Developer","{AWS,Kubernetes,Photoshop,Node.js,Next.js}",Lead,10
1241,"DevOps Specialist","Engineering","{Python,GSAP,Docker,Tailwind CSS,Go}",Senior,7
1242,"Site Reliability Engineer","Engineering","{Node.js,Docker,Data Bricks,Python,Figma,Pandas}",Mid,3
1243,"Site Reliability Engineer","Design","{React,GSAP,Sass,Go,Node.js,Data Bricks}",Senior,7
1244,"DevOps Specialist","Developer","{TypeScript,Node.js,After Effects,Tailwind CSS,GSAP,TensorFlow}",Senior,7
1245,"Data Scientist","Engineering","{Go,Framer,TensorFlow,After Effects,Vue.js}",Junior,0
1246,"Mobile Developer","Marketing","{GSAP,After Effects,GraphQL,Python,Go}",Senior,6
1247,"Tester","Data & AI","{Terraform,Affinity,Go,React}",Senior,6
1248,"Game Developer","Data & AI","{Pandas,Python,Terraform,Sass}",Lead,9
1249,"Data Scientist","Marketing","{GSAP,React,PostgreSQL}",Senior,7
1250,"Mobile Developer","Engineering","{AWS,Vue.js,Next.js,TensorFlow,GraphQL}",Lead,9
1251,"Data Scientist","Engineering","{TypeScript,Figma,Terraform,Kubernetes,Tailwind CSS,Python}",Mid,4
1252,"Mobile Developer","Product","{Docker,TensorFlow,After Effects,AWS}",Senior,7
1253,"Full Stack Engineer","Marketing","{GSAP,TensorFlow,Tailwind CSS,TypeScript}",Mid,3
1254,"AI & ML Engineer","Infrastructure","{Terraform,TensorFlow,Kubernetes,Affinity}",Senior,6
1255,"Game Developer","Product","{Tailwind CSS,React,Kubernetes}",Lead,8
1256,"Full Stack Engineer","Marketing","{Next.js,GSAP,TypeScript}",Lead,8
1257,"AI & ML Engineer","Data & AI","{AWS,Data Bricks,Vue.js,Blender,Affinity}",Lead,8
1258,"AI & ML Engineer","Design","{GSAP,Blender,Python,Node.js,Vue.js}",Mid,3
1259,"Mobile Developer","Developer","{Docker,TypeScript,Sass}",Mid,4
1260,"DevOps Specialist","Design","{Kubernetes,Python,Pandas,Node.js,Go}",Lead,8
1261,"AI & ML Engineer","Engineering","{Data Bricks,Docker,Pandas,Tailwind CSS}",Lead,9
1262,"Backend Developer","Data & AI","{Affinity,Kubernetes,GSAP,Photoshop}",Senior,6
1263,"Backend Developer","Infrastructure","{After Effects,Kubernetes,AWS,TensorFlow,PostgreSQL,GraphQL}",Mid,4
1264,"DevOps Specialist","Data & AI","{React,Kubernetes,TensorFlow,Next.js,Go}",Junior,0
1265,"Full Stack Engineer","Developer","{React,Vue.js,Sass,Redis,Node.js,Kubernetes}",Mid,4
1266,"Data Scientist","Marketing","{Terraform,React,AWS}",Senior,7
1267,"DevOps Specialist","Engineering","{Kubernetes,GraphQL,React}",Junior,0
1268,"Backend Developer","Design","{Blender,TypeScript,Python}",Lead,11
1269,"Tester","Developer","{Node.js,Next.js,Sass,Vue.js}",Lead,8
1270,"Game Developer","Data & AI","{Pandas,Python,GraphQL}",Senior,7
1271,"Data Scientist","Engineering","{TensorFlow,Pandas,Python}",Mid,2
1272,"Backend Developer","Design","{React,Vue.js,Python,Next.js}",Junior,1
1273,"Game Developer","Developer","{React,Kubernetes,Next.js,AWS,Node.js,Tailwind CSS}",Lead,10
1274,"Mobile Developer","Design","{Next.js,Pandas,Photoshop,GraphQL,Docker}",Lead,10
1275,"Game Developer","Product","{Vue.js,Framer,Next.js}",Junior,0
1276,"Site Reliability Engineer","Data & AI","{Data Bricks,Node.js,Python}",Senior,5
1277,"Site Reliability Engineer","Engineering","{Docker,Affinity,Data Bricks,Figma,Kubernetes,Vue.js}",Mid,4
1278,"Backend Developer","Data & AI","{Docker,Kubernetes,Node.js,Pandas,AWS}",Lead,11
1279,"Full Stack Engineer","Engineering","{React,Terraform,Vue.js,Next.js}",Lead,8
1280,"UI/UX Designer","Engineering","{Docker,Framer,Kubernetes}",Mid,4
1281,"AI & ML Engineer","Design","{Pandas,Node.js,Next.js,Docker,Vue.js}",Mid,2
1282,"Tester","Design","{PostgreSQL,React,Node.js}",Lead,9
1283,"DevOps Specialist","Infrastructure","{GraphQL,React,GSAP,Data Bricks}",Lead,11
1284,"AI & ML Engineer","Infrastructure","{React,TypeScript,Docker,AWS}",Junior,1
1285,"DevOps Specialist","Marketing","{Photoshop,Docker,React}",Junior,1
1286,"Full Stack Engineer","Marketing","{TensorFlow,Go,React,Blender,TypeScript}",Senior,7
1287,"Site Reliability Engineer","Data & AI","{Blender,Terraform,Kubernetes,GSAP}",Mid,2
1288,"Tester","Design","{Docker,Terraform,Data Bricks,TensorFlow,Vue.js}",Lead,8
1289,"Tester","Marketing","{PostgreSQL,Pandas,TensorFlow}",Mid,2
1290,"UI/UX Designer","Infrastructure","{AWS,After Effects,Pandas}",Senior,5
1291,"Frontend Engineer","Product","{Docker,Photoshop,Next.js,AWS}",Mid,4
1292,"Full Stack Engineer","Design","{GraphQL,GSAP,Python}",Senior,5
1293,"Frontend Engineer","Design","{Affinity,TypeScript,Tailwind CSS}",Lead,8
1294,"AI & ML Engineer","Data & AI","{AWS,TypeScript,TensorFlow,GraphQL}",Junior,1
1295,"UI/UX Designer","Marketing","{Blender,React,Next.js,GSAP}",Lead,8
1296,"Mobile Developer","Product","{Next.js,Framer,Node.js,TypeScript,Terraform}",Mid,4
1297,"Site Reliability Engineer","Product","{Redis,Figma,React,Blender,Kubernetes,GSAP}",Junior,1
1298,"Data Scientist","Marketing","{Framer,React,Docker,Tailwind CSS,Sass,AWS}",Lead,10
1299,"Data Scientist","Engineering","{GraphQL,Go,Blender,Affinity}",Mid,2
1300,"AI & ML Engineer","Engineering","{Node.js,Kubernetes,Docker}",Senior,5
1301,"Backend Developer","Product","{Sass,Tailwind CSS,Affinity,Framer,After Effects}",Lead,9
1302,"Data Scientist","Marketing","{Redis,Pandas,Python,Docker,TypeScript}",Mid,3
1303,"Data Scientist","Design","{TensorFlow,Sass,AWS}",Lead,8
1304,"AI & ML Engineer","Infrastructure","{Pandas,Node.js,Tailwind CSS,Affinity,Kubernetes,Vue.js}",Mid,4
1305,"UI/UX Designer","Engineering","{Node.js,After Effects,TypeScript,Pandas,Data Bricks}",Lead,9
1306,"UI/UX Designer","Product","{AWS,Kubernetes,Sass,Data Bricks,Tailwind CSS,Terraform}",Junior,1
1307,"Data Scientist","Design","{Figma,Vue.js,Kubernetes,Python,TypeScript}",Junior,1
1308,"Tester","Design","{Node.js,Pandas,Python}",Mid,3
1309,"AI & ML Engineer","Engineering","{Framer,TypeScript,Photoshop,Pandas}",Lead,10
1310,"Backend Developer","Data & AI","{PostgreSQL,React,Figma,Terraform,Go}",Mid,3
1311,"UI/UX Designer","Product","{Sass,Docker,After Effects,GSAP}",Mid,2
1312,"AI & ML Engineer","Engineering","{Go,React,Blender}",Junior,0
1313,"AI & ML Engineer","Engineering","{Node.js,Kubernetes,TypeScript,Photoshop}",Senior,5
1314,"Data Scientist","Design","{Sass,Docker,TypeScript}",Mid,4
1315,"Backend Developer","Marketing","{After Effects,React,Vue.js}",Junior,1
1316,"AI & ML Engineer","Design","{TypeScript,Framer,Pandas,Affinity,Data Bricks}",Lead,10
1317,"DevOps Specialist","Engineering","{TypeScript,Next.js,Vue.js,GraphQL,TensorFlow,Node.js}",Junior,0
1318,"Tester","Engineering","{Kubernetes,Redis,Photoshop,Pandas,Blender,Data Bricks}",Lead,10
1319,"Game Developer","Design","{Redis,Vue.js,Node.js,Affinity}",Senior,5
1320,"Site Reliability Engineer","Infrastructure","{AWS,Terraform,Blender,Docker}",Senior,5
1321,"Tester","Engineering","{Node.js,Framer,Affinity,Kubernetes,Go}",Senior,5
1322,"Data Scientist","Data & AI","{Next.js,Redis,Affinity,Pandas}",Junior,1
1323,"Mobile Developer","Data & AI","{GraphQL,Vue.js,GSAP}",Junior,1
1324,"Full Stack Engineer","Engineering","{Kubernetes,AWS,GraphQL,Pandas}",Lead,10
1325,"Mobile Developer","Engineering","{Tailwind CSS,Blender,PostgreSQL}",Lead,10
1326,"AI & ML Engineer","Engineering","{GraphQL,GSAP,AWS,Affinity,Data Bricks,Photoshop}",Junior,0
1327,"AI & ML Engineer","Data & AI","{Python,Terraform,Node.js,Figma,GSAP}",Mid,3
1328,"Tester","Developer","{Python,Kubernetes,After Effects,Node.js,Affinity}",Mid,3
1329,"Game Developer","Developer","{Tailwind CSS,Docker,After Effects,AWS,React,GraphQL}",Junior,1
1330,"Full Stack Engineer","Data & AI","{Terraform,Next.js,Python,GSAP,TensorFlow,React}",Lead,9
1331,"DevOps Specialist","Product","{Figma,React,Blender,Pandas,Sass,Terraform}",Mid,2
1332,"Data Scientist","Infrastructure","{GraphQL,Figma,Tailwind CSS,React,Pandas}",Mid,3
1333,"Game Developer","Marketing","{Figma,Kubernetes,After Effects}",Mid,4
1334,"AI & ML Engineer","Data & AI","{Photoshop,Docker,Terraform,Redis,TypeScript}",Mid,4
1335,"AI & ML Engineer","Design","{Python,Pandas,Affinity,Go,Tailwind CSS,After Effects}",Junior,1
1336,"DevOps Specialist","Design","{GraphQL,Data Bricks,Docker,Figma}",Senior,5
1337,"AI & ML Engineer","Engineering","{TensorFlow,Kubernetes,Photoshop,Affinity,TypeScript,Redis}",Senior,6
1338,"Full Stack Engineer","Infrastructure","{React,Redis,Affinity,Kubernetes}",Lead,10
1339,"UI/UX Designer","Infrastructure","{GraphQL,Python,Redis}",Lead,11
1340,"Data Scientist","Infrastructure","{GraphQL,Terraform,Data Bricks,React}",Mid,3
1341,"Full Stack Engineer","Design","{Python,Affinity,After Effects,TypeScript}",Junior,0
1342,"Backend Developer","Product","{Framer,Vue.js,Next.js,Affinity,Python,Redis}",Senior,6
1343,"Tester","Developer","{Docker,TensorFlow,React}",Mid,3
1344,"Data Scientist","Infrastructure","{Blender,React,GSAP,AWS,After Effects}",Junior,0
1345,"Game Developer","Product","{TypeScript,After Effects,Go,React,Figma}",Junior,1
1346,"Game Developer","Data & AI","{Affinity,Photoshop,GSAP,PostgreSQL,Go,Vue.js}",Lead,10
1347,"Data Scientist","Product","{Blender,Terraform,Docker,Figma}",Senior,7
1348,"UI/UX Designer","Marketing","{Python,AWS,Docker}",Lead,11
1349,"AI & ML Engineer","Marketing","{Terraform,React,GraphQL,Next.js,Photoshop,PostgreSQL}",Junior,0
1350,"Data Scientist","Data & AI","{Kubernetes,Tailwind CSS,Terraform}",Junior,1
1351,"DevOps Specialist","Developer","{TensorFlow,Figma,React,Photoshop,Affinity,Pandas}",Junior,0
1352,"Frontend Engineer","Product","{React,Blender,Affinity,Node.js,Pandas,AWS}",Senior,6
1353,"Game Developer","Marketing","{Node.js,TypeScript,PostgreSQL}",Lead,10
1354,"UI/UX Designer","Engineering","{Python,Sass,TensorFlow,React,Redis,Figma}",Junior,0
1355,"Mobile Developer","Marketing","{Redis,Kubernetes,Pandas,Next.js,GraphQL,Python}",Mid,3
1356,"Site Reliability Engineer","Infrastructure","{Vue.js,Pandas,Blender,Tailwind CSS,React}",Mid,2
1357,"Backend Developer","Product","{Redis,Docker,GraphQL,Node.js,Blender,GSAP}",Mid,4
1358,"Site Reliability Engineer","Developer","{Pandas,Python,Terraform}",Lead,11
1359,"Game Developer","Design","{Next.js,GraphQL,Photoshop,Framer,Terraform,React}",Mid,2
1360,"Tester","Developer","{Blender,TypeScript,GraphQL,Docker}",Junior,0
1361,"Mobile Developer","Product","{Vue.js,Go,Node.js,After Effects,Docker,Redis}",Mid,2
1362,"DevOps Specialist","Design","{Go,React,Next.js,GraphQL,Figma,Node.js}",Lead,11
1363,"AI & ML Engineer","Developer","{Python,After Effects,Kubernetes,Go,PostgreSQL}",Lead,11
1364,"AI & ML Engineer","Product","{Blender,Figma,React,Vue.js}",Senior,6
1365,"Backend Developer","Infrastructure","{Tailwind CSS,Next.js,TensorFlow}",Mid,4
1366,"Tester","Infrastructure","{Pandas,AWS,React}",Junior,0
1367,"UI/UX Designer","Developer","{PostgreSQL,TensorFlow,Kubernetes,GSAP}",Junior,1
1368,"Frontend Engineer","Data & AI","{PostgreSQL,Next.js,React,Docker,Sass}",Senior,7
1369,"Data Scientist","Infrastructure","{TypeScript,Python,Node.js,Framer,Redis}",Lead,9
1370,"Full Stack Engineer","Marketing","{Kubernetes,Affinity,Pandas,Docker,Redis,Tailwind CSS}",Mid,4
1371,"Tester","Product","{Affinity,Next.js,Kubernetes,GraphQL}",Senior,5
1372,"DevOps Specialist","Engineering","{After Effects,Kubernetes,Python,Pandas,React}",Senior,7
1373,"Mobile Developer","Data & AI","{Docker,Terraform,After Effects,Pandas,Vue.js}",Junior,0
1374,"Tester","Developer","{Data Bricks,Sass,Figma}",Senior,5
1375,"AI & ML Engineer","Developer","{Next.js,GSAP,Kubernetes,Framer}",Mid,2
1376,"DevOps Specialist","Marketing","{Vue.js,Kubernetes,GSAP,Affinity}",Junior,1
1377,"UI/UX Designer","Product","{GraphQL,PostgreSQL,Photoshop,GSAP}",Lead,11
1378,"Site Reliability Engineer","Marketing","{Node.js,PostgreSQL,TypeScript,Tailwind CSS,Pandas,Python}",Junior,0
1379,"Site Reliability Engineer","Design","{Kubernetes,Go,Tailwind CSS,Figma,PostgreSQL}",Lead,11
1380,"UI/UX Designer","Engineering","{PostgreSQL,React,Kubernetes,GSAP}",Junior,0
1381,"Frontend Engineer","Product","{Figma,React,Sass,Vue.js}",Senior,7
1382,"Mobile Developer","Infrastructure","{AWS,After Effects,Kubernetes,TensorFlow}",Senior,5
1383,"Site Reliability Engineer","Infrastructure","{Python,Blender,After Effects,Vue.js,Kubernetes}",Mid,4
1384,"Full Stack Engineer","Product","{Next.js,Python,TypeScript,Affinity,PostgreSQL,GSAP}",Mid,4
1385,"Backend Developer","Developer","{Node.js,Docker,Affinity,TensorFlow,After Effects,Figma}",Junior,0
1386,"Data Scientist","Engineering","{Python,Vue.js,After Effects,PostgreSQL,Tailwind CSS,Kubernetes}",Senior,5
1387,"Data Scientist","Design","{Vue.js,Terraform,After Effects,Affinity,Next.js,AWS}",Senior,7
1388,"Frontend Engineer","Product","{Next.js,Tailwind CSS,Docker,Terraform,Figma}",Lead,9
1389,"Site Reliability Engineer","Developer","{Terraform,Affinity,Kubernetes,PostgreSQL}",Mid,4
1390,"Site Reliability Engineer","Design","{Blender,Sass,PostgreSQL,TypeScript,Data Bricks}",Senior,5
1391,"Full Stack Engineer","Design","{Next.js,Blender,TensorFlow,Vue.js}",Senior,6
1392,"Site Reliability Engineer","Design","{React,Vue.js,Next.js,Redis,Photoshop}",Junior,1
1393,"Backend Developer","Design","{Node.js,Pandas,Go,TypeScript,GSAP,Next.js}",Lead,10
1394,"Game Developer","Developer","{TypeScript,React,Blender}",Senior,6
1395,"Backend Developer","Product","{AWS,Terraform,Photoshop}",Lead,8
1396,"Mobile Developer","Infrastructure","{Tailwind CSS,Kubernetes,Docker}",Mid,2
1397,"Game Developer","Developer","{Photoshop,Next.js,Go,Framer,React}",Junior,1
1398,"Tester","Infrastructure","{Node.js,Vue.js,After Effects,Blender,Figma,Kubernetes}",Senior,7
1399,"DevOps Specialist","Data & AI","{GraphQL,Node.js,Docker,Vue.js}",Junior,0
1400,"Mobile Developer","Infrastructure","{Node.js,Photoshop,Vue.js,Redis}",Mid,2
1401,"Data Scientist","Product","{Figma,PostgreSQL,React,AWS,Framer,Next.js}",Senior,5
1402,"UI/UX Designer","Marketing","{Go,Redis,GraphQL,Python,Node.js}",Mid,4
1403,"UI/UX Designer","Engineering","{Vue.js,Terraform,Kubernetes,Python,After Effects}",Mid,2
1404,"Frontend Engineer","Marketing","{React,GSAP,TensorFlow,Figma,AWS,After Effects}",Lead,11
1405,"DevOps Specialist","Marketing","{GraphQL,Python,Tailwind CSS,React,Blender}",Lead,8
1406,"UI/UX Designer","Marketing","{Kubernetes,TypeScript,After Effects,Framer}",Senior,6
1407,"Mobile Developer","Marketing","{Pandas,Kubernetes,TypeScript,Redis}",Junior,0
1408,"UI/UX Designer","Developer","{Node.js,Affinity,Vue.js,Go,Docker,Next.js}",Junior,0
1409,"Game Developer","Data & AI","{Vue.js,Kubernetes,Blender}",Mid,4
1410,"Backend Developer","Infrastructure","{Blender,TypeScript,Framer}",Mid,3
1411,"Data Scientist","Infrastructure","{Photoshop,PostgreSQL,GraphQL,Terraform,AWS,Go}",Mid,3
1412,"DevOps Specialist","Data & AI","{GraphQL,Terraform,After Effects,Framer,Redis,Next.js}",Lead,10
1413,"UI/UX Designer","Design","{Docker,Redis,Tailwind CSS}",Mid,3
1414,"Mobile Developer","Design","{GraphQL,Vue.js,After Effects,Node.js}",Lead,9
1415,"AI & ML Engineer","Design","{Photoshop,Framer,Go,Kubernetes,Tailwind CSS,Node.js}",Senior,5
1416,"Full Stack Engineer","Design","{AWS,Data Bricks,React,Blender,Node.js}",Junior,1
1417,"UI/UX Designer","Infrastructure","{Affinity,AWS,Framer,Kubernetes,GraphQL}",Senior,6
1418,"Game Developer","Data & AI","{Node.js,Next.js,TensorFlow,Photoshop}",Lead,11
1419,"Tester","Engineering","{Kubernetes,Pandas,Photoshop}",Lead,8
1420,"UI/UX Designer","Marketing","{Docker,After Effects,Python}",Mid,3
1421,"Tester","Product","{Photoshop,Framer,Vue.js,TensorFlow}",Senior,5
1422,"Tester","Product","{Tailwind CSS,Pandas,Redis,React,Vue.js}",Junior,0
1423,"DevOps Specialist","Data & AI","{GSAP,Photoshop,Sass}",Junior,0
1424,"Tester","Product","{Docker,TensorFlow,Next.js,React}",Senior,6
1425,"UI/UX Designer","Design","{Tailwind CSS,Terraform,Sass}",Senior,6
1426,"Data Scientist","Marketing","{React,GSAP,PostgreSQL,Next.js,Sass,Node.js}",Senior,7
1427,"Game Developer","Data & AI","{Figma,React,Next.js,Redis,Tailwind CSS,Node.js}",Senior,6
1428,"AI & ML Engineer","Developer","{Docker,TypeScript,Pandas}",Junior,0
1429,"Site Reliability Engineer","Engineering","{Terraform,Blender,PostgreSQL,TensorFlow}",Mid,2
1430,"Mobile Developer","Design","{Kubernetes,Data Bricks,Affinity,After Effects,Photoshop,Framer}",Lead,10
1431,"Data Scientist","Product","{Node.js,Docker,Terraform,TensorFlow,Tailwind CSS}",Junior,1
1432,"Full Stack Engineer","Infrastructure","{Blender,Node.js,Next.js}",Junior,1
1433,"Site Reliability Engineer","Marketing","{Pandas,GSAP,Next.js,Figma,Redis}",Junior,1
1434,"Full Stack Engineer","Design","{Node.js,Blender,GSAP,Pandas}",Senior,6
1435,"Site Reliability Engineer","Developer","{Next.js,GraphQL,Python,Figma}",Senior,6
1436,"DevOps Specialist","Infrastructure","{Figma,TypeScript,Go,Vue.js}",Senior,6
1437,"Site Reliability Engineer","Infrastructure","{Python,TensorFlow,Data Bricks}",Senior,7
1438,"Data Scientist","Product","{GSAP,Go,Docker,Sass,Terraform,Blender}",Junior,1
1439,"Backend Developer","Engineering","{Pandas,Affinity,Vue.js}",Senior,7
1440,"Mobile Developer","Engineering","{GSAP,Sass,Go,React,GraphQL}",Mid,3
1441,"Site Reliability Engineer","Infrastructure","{React,TypeScript,GraphQL,Pandas}",Lead,10
1442,"Site Reliability Engineer","Data & AI","{Docker,Pandas,Python}",Lead,8
1443,"Frontend Engineer","Infrastructure","{TensorFlow,React,GraphQL,Kubernetes,Tailwind CSS,PostgreSQL}",Junior,1
1444,"Site Reliability Engineer","Design","{TypeScript,Affinity,Python,Figma,Redis,Tailwind CSS}",Lead,8
1445,"AI & ML Engineer","Infrastructure","{Figma,Affinity,Python}",Senior,6
1446,"UI/UX Designer","Marketing","{Figma,Docker,After Effects,Pandas}",Mid,3
1447,"Full Stack Engineer","Data & AI","{TypeScript,Python,Go,Redis,Node.js,Kubernetes}",Lead,10
1448,"Frontend Engineer","Data & AI","{Photoshop,Docker,GraphQL,Go,TensorFlow,Terraform}",Senior,6
1449,"Backend Developer","Developer","{Kubernetes,Node.js,Framer}",Lead,9
1450,"UI/UX Designer","Infrastructure","{Next.js,GSAP,Tailwind CSS}",Lead,9
1451,"Site Reliability Engineer","Product","{Affinity,Kubernetes,Docker,Figma,Vue.js}",Junior,0
1452,"Game Developer","Data & AI","{Affinity,AWS,React,Tailwind CSS,Docker}",Senior,7
1453,"DevOps Specialist","Engineering","{Python,Photoshop,Tailwind CSS,AWS,Node.js,Framer}",Mid,3
1454,"Tester","Developer","{Redis,Kubernetes,Python,Go,Framer}",Junior,0
1455,"AI & ML Engineer","Design","{Figma,Photoshop,Redis,TypeScript,Tailwind CSS}",Senior,6
1456,"Data Scientist","Design","{GSAP,Kubernetes,Docker,Data Bricks}",Mid,3
1457,"Backend Developer","Marketing","{Next.js,React,Pandas,PostgreSQL,TensorFlow,Blender}",Mid,3
1458,"Backend Developer","Data & AI","{Node.js,Kubernetes,Python}",Lead,8
1459,"Tester","Design","{Photoshop,After Effects,React,GraphQL,Framer}",Mid,4
1460,"DevOps Specialist","Product","{After Effects,React,Docker}",Junior,0
1461,"Full Stack Engineer","Design","{Terraform,Redis,Kubernetes,Tailwind CSS}",Senior,7
1462,"Mobile Developer","Engineering","{Framer,Tailwind CSS,Docker,GraphQL,After Effects,Figma}",Lead,11
1463,"Data Scientist","Developer","{Vue.js,React,After Effects,Sass,Python,Go}",Senior,7
1464,"Site Reliability Engineer","Developer","{TypeScript,React,Framer,Affinity}",Junior,0
1465,"Frontend Engineer","Data & AI","{TensorFlow,Vue.js,Photoshop,Kubernetes,Docker}",Junior,1
1466,"Data Scientist","Product","{Affinity,Python,Sass,After Effects,PostgreSQL}",Senior,5
1467,"Data Scientist","Developer","{Figma,Next.js,Photoshop,React,Kubernetes}",Senior,5
1468,"Data Scientist","Data & AI","{Data Bricks,Go,Redis,Blender,PostgreSQL,TypeScript}",Junior,0
1469,"Tester","Developer","{GSAP,GraphQL,After Effects,Photoshop,Affinity,TensorFlow}",Lead,8
1470,"Site Reliability Engineer","Developer","{Photoshop,Tailwind CSS,TensorFlow}",Junior,1
1471,"Site Reliability Engineer","Developer","{Docker,React,Tailwind CSS,TensorFlow}",Junior,1
1472,"Backend Developer","Infrastructure","{Node.js,Photoshop,PostgreSQL,Tailwind CSS,Vue.js}",Lead,8
1473,"DevOps Specialist","Developer","{Python,Kubernetes,Pandas,Node.js,GraphQL,Terraform}",Lead,11
1474,"Mobile Developer","Marketing","{Node.js,TensorFlow,PostgreSQL,Sass,Python}",Mid,2
1475,"Mobile Developer","Marketing","{Figma,Sass,Redis}",Junior,0
1476,"Tester","Infrastructure","{Kubernetes,React,Tailwind CSS,GraphQL}",Lead,10
1477,"Site Reliability Engineer","Product","{After Effects,Tailwind CSS,React,Python,Redis}",Lead,11
1478,"UI/UX Designer","Infrastructure","{Affinity,Kubernetes,PostgreSQL,Docker,Figma}",Mid,4
1479,"Mobile Developer","Design","{Kubernetes,Figma,Vue.js,Pandas,Blender,Python}",Senior,6
1480,"AI & ML Engineer","Product","{Framer,AWS,Node.js}",Senior,6
1481,"Data Scientist","Infrastructure","{Framer,Pandas,Vue.js,Affinity,TensorFlow}",Junior,1
1482,"Tester","Design","{Framer,Tailwind CSS,Redis,TypeScript,Docker}",Senior,5
1483,"DevOps Specialist","Developer","{Terraform,GSAP,Affinity,Node.js,AWS,Sass}",Lead,10
1484,"Site Reliability Engineer","Developer","{React,PostgreSQL,Redis}",Lead,9
1485,"Mobile Developer","Design","{Node.js,Data Bricks,Redis,Affinity,Kubernetes,Blender}",Junior,1
1486,"Game Developer","Marketing","{GraphQL,Blender,Figma,Affinity,Go,GSAP}",Senior,6
1487,"Full Stack Engineer","Product","{React,Affinity,Next.js,Figma,Photoshop,Kubernetes}",Lead,10
1488,"DevOps Specialist","Engineering","{PostgreSQL,Vue.js,After Effects,Blender,Terraform,Kubernetes}",Senior,5
1489,"DevOps Specialist","Design","{Python,Affinity,After Effects,Pandas,Go}",Junior,0
1490,"DevOps Specialist","Infrastructure","{GraphQL,Python,Kubernetes,Vue.js}",Mid,4
1491,"Site Reliability Engineer","Design","{GSAP,Vue.js,Docker,Pandas,TensorFlow}",Mid,4
1492,"Mobile Developer","Infrastructure","{Affinity,Pandas,Photoshop,After Effects,Docker,Figma}",Junior,1
1493,"DevOps Specialist","Developer","{PostgreSQL,Tailwind CSS,GraphQL,Photoshop,Framer}",Lead,10
1494,"AI & ML Engineer","Design","{Vue.js,TypeScript,Sass}",Junior,0
1495,"Backend Developer","Marketing","{Blender,Framer,Node.js}",Junior,0
1496,"AI & ML Engineer","Product","{GSAP,Pandas,React,Affinity,Next.js,Go}",Senior,7
1497,"Game Developer","Product","{Photoshop,TensorFlow,React,Vue.js}",Junior,0
1498,"Game Developer","Engineering","{Pandas,GraphQL,Figma,TensorFlow}",Senior,7
